product_code,detail_desc
410624,Short top in soft jersey made from a viscose and linen blend with 3/4-length sleeves with a flounce and a flounce at the hem.
411013,"Double-layered jersey top in a cotton blend with hard-worn details, raw edge cuffs and a raw-edge, rounded hem."
411413,Cropped T-shirt in jersey with a chest pocket and short sleeves with sewn-in turn-ups.
412707,5-pocket jeans in washed superstretch denim with a regular waist and super-skinny legs.
412964,String briefs in cotton-blend jersey with a low waist with wide elastication and a lined gusset.
413029,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a high waist and skinny legs."
413707,Leggings in stretch jersey with an elasticated waist.
414577,"Shirt in soft washed viscose twill with a collar, concealed buttons and a seam at the front. Wrapover back, long sleeves with buttoned cuffs, and a rounded hem."
416511,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and button, and super-skinny legs."
416961,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
417088,"Long jacket in washed denim with a collar, buttons down the front, flap chest pockets with a button and side pockets. 3/4-length sleeves with buttons at the cuffs, and an adjustable tab and button at the sides of the hem."
417773,"Short coat in marled bouclé yarn with a small stand-up collar, dropped shoulders, concealed zip and press-studs down the front and flap welt pockets. Lined."
419634,"Velvet choker with a metal fastener and ends. Adjustable length, 30-37 cm."
420378,"Laptop sleeve with a zip at the top. Lined. Size 2x26x34 cm. Fits laptops up to 13""."
424254,"Short dress in a crêpe weave with a collar and cuffs in lace. The dress has pleats at the top, a concealed zip at the back, long sleeves, a seam at the waist and gently flared skirt. Unlined."
424511,"Jumper in a soft, fine knit with a deep V-neck at the back with ties at the back of the neck, long sleeves with asymmetric cuffs and a lace trim, slits in the sides and a lace hem."
425526,"Wide top in a lightly crêped, patterned viscose weave with an opening with a covered button at the back of the neck."
425639,"Short, chunky-knit jumper in a cotton blend with braided details at the top and raglan sleeves."
426013,"5-pocket ankle-length jeans in washed denim with worn details, a high waist, low crotch, button fly and straight legs."
426019,"Dungarees in washed denim with hard-worn details. Adjustable straps, a chest pocket, front and back pockets, buttons at the sides and tapered legs."
426541,Leggings in cotton jersey with an elasticated waist.
428071,Fitted off-the-shoulder top in ribbed jersey with elastication around the top and long sleeves.
428291,Knitted headband containing some mohair with a wrapover detail at the front.
428454,"Imitation suede shopper with a lower section in imitation leather. Handle and magnetic fastener at the top and a detachable, adjustable shoulder strap. Lined. Size 37.5x39 cm."
430137,"5-pocket, ankle-length washed denim jeans in a straight fit with a high waist, zip fly and button and raw-edge hems."
430757,Short skirt with a zip at the back. Lined.
431034,Treggings in crushed velvet with a sheen. Elasticated waist.
433252,"Short dress in ribbed jersey with an opening with a covered button at the back of the neck, 3/4-length sleeves and flared skirt."
434773,"Jacket in washed denim with metal buttons, a collar, buttons down the front, flap chest pockets with a button and side welt pockets. Buttoned cuffs and an adjustable tab and button at the sides."
437129,"Short dress in viscose crêpe with lace insets. The dress has an opening with a button at the back of the neck, long sleeves and yoke in mesh, a concealed zip in the side and gentle flare to the hem. Unlined."
437150,"Short coat in felted fabric with draped lapels and a wrapover front with a concealed press-stud fastening. Tie belt at the waist, side pockets and a single back vent. Lined."
437582,"Metal choker in the shape of skeleton hands. Adjustable length, 30-38 cm"
438333,"Long-sleeved top in soft jersey made from a viscose blend with a boat neck, dropped shoulders and short slits in the sides."
438499,Short jumper in a soft chenille knit with long raglan sleeves.
438702,"Trainers in imitation leather with lacing at the front, a loop at the back, canvas linings and insoles and rubber soles."
440811,"Cardigan in sweatshirt fabric with a hood, side pockets and raw edges. No fasteners."
441536,"T-shirt in washed jersey with a text print on the front decorated with studs and plastic beads. Roll-edge neckline, seam centre back and short sleeves with sewn-in turn-ups at the hems."
444325,"Short, fitted dress in ribbed viscose jersey with a turtle neck and long sleeves."
445865,"Dungaree dress in washed denim with hard-worn details and adjustable straps with metal fasteners. Chest pocket, front and back pockets, and buttons at the sides. Fake fly and a raw-edge, frayed hem."
446147,Short-sleeved top in soft slub jersey with a lace frill trim.
446155,"Shopper in grained imitation leather with two handles, a detachable shoulder strap and one outer compartment. Unlined. Size 40x42 cm."
446224,"Cardigan in a soft, fine knit with slits in the sides and no buttons."
446847,"Jeans in washed, stretch denim with hard-worn details, front and back pockets and skinny legs."
447596,"Round Sunglasses with metal and plastic frames and UV-protective, tinted lenses."
448509,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
448515,"5-pocket ankle-length jeans in washed stretch denim with hard-worn details, a regular waist, zip fly and button and skinny legs."
450662,"Dungaree shorts in washed denim with worn details and adjustable straps with metal fasteners. Chest pocket, a coin pocket, side and back pockets and buttons at the sides. Short legs with sewn-in turn-ups and raw-edge, frayed hems."
451650,Long-sleeved jersey body with a deep neckline at the back and press-studs at the crotch.
453741,"Platform trainers in imitation leather with lacing at the front, a lightly padded edge and a loop at the back. Cotton linings and insoles and rubber soles. Platform 4 cm."
453765,"Cardigan in a soft, textured knit with a shawl collar and draped front. No fasteners."
453828,"Ankle boots with open sections at the sides, a loop at the back and adjustable straps with studs, concealed elastication and a metal buckle. Canvas linings and insoles and rubber soles. Heel 4 cm."
453831,"Trainers with lacing at the front, mesh linings and insoles and rubber soles."
454008,"Short dress in hole-embroidered chiffon crêpe with 3/4-length sleeves, an opening with a button at the back of the neck and pin-tucks at the front. Gathered seam at the waist and concealed zip in the side. Unlined. The dress is made partly from recycled polyester."
454143,"Short dress in a crêpe weave with embroidery, long, flared sleeves and a V-neck at the back with a horizontal tie at the back of the neck. Seam at the waist and flared skirt. Unlined."
454199,"Coat in a soft bouclé wool blend with a gently rounded shape that tapers to the hem, buttons down the front and side pockets. Dropped shoulders, long sleeves and a single back vent. Lined."
454602,"Short, knitted jumper in a soft cotton blend with cable-knitted sections, a knitted frill trim around the yoke and ribbing around the neckline, cuffs and hem."
457135,"Biker jacket in soft imitation leather with a collar with press-studs, a diagonal zip at the front and a zip at the cuffs. Three smaller front pockets, two with a zip and one with a flap and press-stud, and tabs with press-studs at the hem. Lined."
457292,"Short dress in woven fabric with a wrapover with a concealed press-stud at the top, 3/4-length sleeves and elasticated seam at the waist. Unlined."
457314,"Short dress in airy chiffon with a flounce-trimmed V-neck, sewn-in wrapover front, elasticated seam at the waist, elasticated, flounced cuffs and a flounced hem. Lined. The dress is made partly from recycled polyester."
457412,"Straight-cut shirt in a soft viscose weave with a chest pocket, buttons down the front and a rounded hem."
457722,"5-pocket shorts in washed denim with hard-worn details, a regular waist, zip fly and button, and raw-edge hems."
458882,"Wide shirt in a soft, patterned viscose weave with a collar, buttons down the front and 3/4-length sleeves with buttoned cuffs. Slightly longer at the back."
459756,Trainers with lacing at the front and a loop at the back. Cotton canvas linings and insoles and rubber soles.
460891,"Short dress in a crêpe weave with embroidery, a lined, wrapover front, long sleeves, concealed zip in the side and elasticated seam at the waist. Lined skirt."
463086,"Short, fitted dress in jersey with a deep neckline at the back and 3/4-length sleeves."
463285,"Shirt in an airy weave with buttons down the front and at the cuffs, and a gently rounded hem."
463290,Sleeveless blouse in woven fabric with a collar and buttons down the front. Yoke with a pleat at the back and a rounded hem.
464332,"Top in light sweatshirt fabric with a wider neckline, dropped shoulders and short, wide sleeves. Rolled, raw edges around the neckline, sleeves and hem."
464363,Jersey T-shirt in an cotton blend.
464454,Long skirt in an airy weave with an elasticated waist and high slits in the sides. Short underskirt.
464541,"Short, fitted lace dress with a deep V-neck, long sleeves and a concealed zip in the side. Lined."
465051,"Short, off-the-shoulder dress in a cotton weave with elastication around the top, an elasticated seam at the waist and 3/4-length sleeves with elastication at the cuffs. Unlined."
467302,"Short, sleeveless dress in sturdy jersey with a deep neckline at the back, seam at the waist and flared skirt."
467557,"Short, fitted jersey skirt with an elasticated waist and gathered seam at the front."
468480,"5-pocket, high-waisted shorts in washed denim with hard-worn details."
468695,"5-pocket, high-waisted shorts in washed denim with hard-worn details and raw-edge hems."
468977,"Reversible shopper with a grained imitation leather outside, imitation suede inside and two handles at the top. Unlined. Size 14x28x38 cm."
469271,Soft scarf in an airy viscose weave with fringe trims all round. Size 90x200 cm.
470636,"Playsuit in a viscose weave with a V-neck, narrow, adjustable shoulder straps, an elasticated seam at the waist and front pockets."
471456,Wide-fitting blouse in crinkled chiffon with embroidered details. V-neck with covered buttons at the front and 3/4-length sleeves. Wide flounce at the cuffs and hem.
472065,V-neck top in a patterned weave with narrow adjustable shoulder straps and crossover frills at the front.
472320,Short-sleeved top in soft jersey with cut-out rips at the top.
472341,"Fitted, sleeveless dress in hard-washed cotton jersey with pleating at the front and a decorative seam centre back."
472447,"Jersey top with a print motif on the front in a narrrow cut at the top with short shoulder straps and a raw-edge neckline. Raw-edge, rounded hem."
474061,Vest top in soft jersey containing some linen with a frilled lace trim at the hem.
474088,"Joggers in washed sweatshirt fabric with an elasticated drawstring waist and tapered legs with seams, decorative stitching and ribbed hems."
474123,"Top in washed jersey with narrow shoulder straps and deep armholes in a wide style with a decorative seam at the back. Raw-edge, rounded hem that is short at the front and longer at the back."
474915,Soft shoulder bag in grained imitation leather and imitation suede with a zip at the top and adjustable shoulder strap. Lined. Size 29x35 cm unfolded.
475069,Cap in mesh and woven fabric with an adjustable plastic fastener at the back.
475120,"Short, wide necklace in mesh containing metal wires. Adjustable length, 30-37 cm."
475233,Metal keyring with a carabiner hook and padded imitation leather pendant. Length approx. 15 cm.
475260,Short shorts in Tencel™ lyocell with an elasticated drawstring waist and back pockets.
476366,"5-pocket shorts in washed cotton denim with a regular waist, decorative seams and asymmetric, raw-edge hems."
476583,"Fitted, cropped top in jersey made from a cotton blend."
476959,"Short dress in a viscose crêpe weave with narrow, adjustable shoulder straps. V-neck at the front with shaped cups, and a cut-out section and tie at the back. Lined."
477507,"Short, straight-cut dress in jersey made from a cotton blend with short sleeves."
477834,Short jersey shorts with an elasticated drawstring waist and side pockets.
477877,"Jacket in washed denim with flap chest pockets with a button, buttons at the cuffs and an adjustable tab at the sides of the hem."
477904,"V-neck dress in a viscose weave with covered buttons down the front, narrow adjustable shoulder straps and an inset lace band at the waist."
477909,"Short, wide blouse in viscose crêpe with a lace Peter Pan collar and sewn-on tie, opening with a button at the back of the neck, gathered yoke and long sleeves with buttoned cuffs."
477970,Calf-length mesh skirt. Unlined.
478022,"Imitation leather sandals with metal buckles, moulded rubber insoles and fluted rubber soles. Platform approx. 3.5 cm."
478426,Wide jersey vest top with a rounded hem.
478549,5-pocket trousers in imitation leather with a regular waist and slim legs.
478751,"Short dress in airy, patterned viscose crêpe with a V-neck with decorative buttoning at the front. Short sleeves finished with a knot detail, seam at the waist and flared skirt. Unlined."
478943,Chelsea boots in imitation leather with elastic gores in the side and a loop at the back. Fabric linings and insoles and rubber soles. Heel 2.5 cm.
478944,Chelsea boots in leather with elastic gores in the side and a loop at the back. Fabric linings and insoles and rubber soles. Heel 2.5 cm.
479549,"Short, sleeveless, fitted dress in stretch twill with an off-centre zip down the front and notch lapels with decorative buttons. Zipped side pockets and a detachable belt with a metal buckle at the waist. Unlined."
480405,"Short, off-the-shoulder top in soft jersey with smocking at the top and hem and long sleeves with narrow elastication at the cuffs."
481093,Strapless playsuit in a viscose weave with elastication and a frilled edge at the top. Elasticated seam at the waist and short legs.
481147,"Imitation leather ankle boots with pointed toes and open sections at the sides. Zip at the back and straps at the front, one with a metal buckle. Canvas linings and insoles and rubber soles. Heel 5.5 cm."
481148,"Short, off-the-shoulder dress in a crinkled viscose weave with smocking at the top and short sleeves. Seam at the waist and gently flared, lined skirt."
481151,"X-cut playsuit in a viscose weave with a flounce at the top and narrow, adjustable shoulder straps. Elasticated seam at the waist. elastication at the back and short, wide legs."
481455,"Short biker jacket in sweatshirt fabric with raw edges, a drawstring hood, diagonal zip, press-studs on the lapels and ribbed cuffs. Zipped chest pocket and side pockets, and a small flap pocket at the front with a press-stud."
481529,"Ankle-length dungarees in washed denim with hard-worn details. Adjustable straps, a chest pocket, side pockets and back pockets. Buttons at the sides, a fake fly and tapered legs with raw-edge hems."
482638,Sandals with an adjustable strap around the heel. Imitation suede insoles and rubber soles.
482643,Sandals with an adjustable strap with a metal buckle around the ankle. Imitation suede linings and insoles and rubber soles.
482660,"Make-up bag in transparent, patterned plastic with a zip at the top that continues half-way down each short side. Unlined. Size 8.5x10x18 cm."
482667,Imitation leather mules with imitation suede linings and insoles and fluted rubber soles.
482733,Ballet pumps in imitation leather with a grosgrain trim around the top and decorative bow at the front. Canvas insoles and rubber soles.
483064,"Short shorts in washed, stretch denim in a relaxed fit with a regular waist, front and back pockets and sewn-in, raw-edge turn-ups at the hems."
483082,Imitation suede sandals with an adjustable strap around the heel and braided jute trim around the sole. Imitation leather linings and insoles and rubber soles. Platform height approx. 5 cm.
484108,"Oversized top in soft sweatshirt fabric with a lined hood,  kangaroo pocket, dropped shoulders, long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
484205,"Jacket in washed denim with worn details and buttons down the front. Flap chest pockets with a button, side pockets, buttons at the cuffs and an adjustable tab at the sides of the hem. The cotton content of the jacket is partly recycled."
484406,Sleeveless top in thin sweatshirt fabric with a drawstring hood and sewn-in turn-ups around the armholes.
484538,"5-pocket, high-waisted, ankle-length jeans in washed stretch denim with hard-worn details. Slim legs with raw-edge hems."
485176,"Wide trousers in a cool viscose weave with an elasticated waist, side pockets and tapered legs."
485521,"Satin shorts with an elasticated drawstring waist, side pockets and frill-trimmed hems."
485751,"Playsuit in an airy weave with wide lace trims. Flared, 3/4-length sleeves, a wrapover front with a concealed press-stud and an elasticated seam at the waist. Short, wrapover legs. Unlined."
485973,"V-neck top in soft slub jersey with short sleeves, a seam centre back and a rounded hem. Longer at the back."
486195,"Small shoulder bag in shimmering metallic imitation leather. Narrow adjustable shoulder strap and handle at the top, and two zipped compartments. Lined. Size 5.5x11x15 cm."
486633,"Sleeveless, backless satin jumpsuit with narrow, adjustable shoulder straps that cross at the back, a concealed zip in the side and wide, ankle-length legs. Lined."
486765,"Ribbed top in a soft, fine knit with long sleeves and a low-cut back with a twisted detail."
487724,"Knee-length lace dress with a V-neck at the front and double, narrow shoulder straps that cross at the back. Seam at the waist, concealed zip in the side and a flared, asymmetric skirt.  Lined."
487785,"Sleeveless dress in a patterned crêpe weave with a seam at the waist, concealed zip in the side and flared skirt with an asymmetric, lace-trimmed hem. Lined."
487827,"5-pocket, high-waisted jeans in washed stretch denim with worn details, a zip fly and button and skinny legs."
487926,Soft bandeau bras in jersey with gathers at the front and a silicone trim at the top. Lined at the front.
488137,Sleeveless blouse woven in a cotton blend with decorative scalloped trims. Small collar and buttons down the front.
488178,"Cropped, off-the-shoulder top in a patterned viscose crêpe weave with an elasticated neckline and smocked edges around the sleeves and hem."
488369,"Fitted lace dress with short sleeves, a mesh yoke and an opening with a button at the back of the neck. Lined."
488544,"Lightly padded parka in rustle-weave fabric with a sheen. Small stand-up collar, unlined hood, and a zip and wind flap with concealed press-studs down the front. Flap chest pockets and large patch pockets with a flap at the front. Elasticated cuffs with a tab and button, and a drawstring hem. Slightly longer at the back. Unlined."
488546,"Biker jacket with quilted shoulders, a tab with a press-stud at the neck and a diagonal zip down the front. Zipped side pockets, a small decorative flap front pocket and long sleeves with sturdy ribbed jersey undersides and a zip at the cuffs. Lined."
488549,"Coat in felted fabric containing some wool with a high stand-up collar. Wrapover front with concealed press-studs, a tie-belt at the side with D-rings and a single back vent. Lined. The wool content of the coat is recycled."
488555,"Padded jacket in a coated weave with a padded drawstring hood and small stand-up collar.  Zip down the front, side pockets and ribbing at the cuffs and hem. Lining in a contrasting colour."
489217,"Ankle boots in imitation suede with lacing at the front, a loop at the back, pile linings and insoles and chunky rubber soles. Heel 3.5 cm."
489436,"Imitation leather sandals with decorative studs, adjustable straps at the top with concealed elastication and metal buckles, and rubber soles."
489512,"Playsuit in a crinkled viscose weave with a V-neck and double narrow shoulder straps that cross at the back. Detachable, narrow tie belt at the waist and short legs. Unlined."
489758,Embroidered patches that can be ironed onto garments. Sizes from 9x12.5 cm to 3x24.5 cm.
490097,"Chokers in various styles. Adjustable length, approx. 30-37.5 cm."
490098,Short woven shorts with an elasticated drawstring waist and short slits in the sides.
490113,"Short, 5-pocket shorts in washed, slightly stretchy cotton denim with worn details. High waist, a zip fly and button, and raw-edge hems."
